,product_sub_group_id,product_sub_group_coef_sales,sale_date_id,reg_date_count,cheque_id_x,cheque_id_y
662,1201,29512.155523591995,28,0,22307,7501
663,1204,610.9205039741457,28,0,7544,4347
664,1205,5006.510644147438,28,0,2365,449
665,1206,479.0992474037171,28,0,2856,1423
666,1207,5120.747670930049,28,0,2061,41
667,1209,4587.051030453971,28,0,29605,7677
668,1210,673.0497248908473,28,0,2155,1415
669,1211,606.8419791807988,28,0,8741,3314
670,1212,4260.971125899903,28,0,7494,2403
671,1213,177.1591553985013,27,1,466,1058
672,1214,1072.67827727682,22,6,1710,396
673,1215,770.8679598617111,28,0,1896,1636
674,1216,907.2153080275873,25,3,2188,1422
675,1217,37.58699433766164,12,16,149,489
676,1218,79.8864271829148,11,17,169,205
677,1219,242.97691757001033,28,0,341,821
678,1220,1674.63755530248,22,6,1335,497
679,1221,149.7361673414305,17,11,37,69
680,1222,52.08333333333333,10,18,19,16
681,1224,16.666666666666664,1,27,1,6
682,1225,5.640448126692126,10,18,37,589
683,1228,9.005821078431373,9,19,27,262
684,1229,3125.4332702075226,25,3,5573,153
685,1231,29.893637007667532,28,0,242,299
686,1233,11.11111111111111,7,21,8,46
687,1234,1.5246426142631286,19,9,116,5557
688,1235,33.33333333333333,5,23,5,8
689,1237,-20.0,1,27,1,7
690,1239,100.0,3,25,3,13
691,1243,8.266692447890131,18,10,468,5442
692,1245,38.44240421184845,18,10,77,982
693,1248,296.8390571815738,28,0,14138,21620
694,1249,981.2689568860052,18,10,303,2194
695,1250,3.52442767454375,28,0,951,30843
696,1251,7.903410823206843,12,16,66,1314
697,1255,100.0,22,6,52,2
698,1256,90.625,27,1,106,22
699,1257,299.91501822727116,23,5,144,670
700,1259,4.766483295931799,10,18,41,1172
701,1260,407.67340385681086,28,0,6153,6597
702,1263,144.30418717731294,24,4,4890,4552
703,1264,9843.041104485177,28,0,9029,3800
704,1265,220.12356208105527,20,8,2271,2929
705,1266,781.6824997186117,28,0,15077,14026
706,1267,1524.3636880451807,28,0,3246,9594
707,1268,12.065165446544427,10,18,58,483
708,1269,338.52229218060006,23,5,2736,2142
709,1270,107.10526315789474,5,23,19,29
710,1271,4.1336613366133665,14,14,142,3252
711,1272,90.81592078090617,28,0,3866,7589
712,1274,1351.3157894736842,27,1,112,10
713,1276,66.66666666666666,4,24,5,21
714,1278,87.95565904273835,26,2,95,138
715,1279,81.62323037323037,9,19,33,48
716,1280,641.4623885142597,15,13,2091,677
717,1281,21.085027024609268,12,16,51,445
718,1284,16.666666666666664,2,26,3,18
719,1285,7.9191919191919204,10,18,42,495
720,1286,27.67732538039621,22,6,36,553
721,1287,1.7829007802959607,26,2,153,7892
722,1289,10.0,2,26,2,20
